fdc_id,data_type,description,food_category_id,publication_date
332820,sub_sample_food,"Chorizo pork sausage, cooked",7,4/1/2019
332863,sub_sample_food,"Chorizo Pork sausage, cooked - NFY121894",7,4/1/2019
332853,sub_sample_food,"Chorizo Pork sausage, cooked - NFY121895",7,4/1/2019
332846,sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332847,market_acquisition,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332848,market_acquisition,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332849,market_acquisition,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332850,market_acquisition,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332851,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332852,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332854,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332855,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332856,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332857,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332858,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332859,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332860,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332861,sub_sample_food,"CHORIZO PORK SAUSAGE, JOHNSONVILLE, COOKED",7,4/1/2019
332792,sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332793,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332794,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332795,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332796,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332797,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332798,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332799,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332800,sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332801,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332802,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332803,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332804,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332805,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332806,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332807,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332808,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332809,sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332810,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332811,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332812,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332813,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332814,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332815,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332816,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332817,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332818,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332819,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332821,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332822,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332823,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332824,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332825,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332826,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332827,sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332828,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332829,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332830,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332831,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332832,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332833,market_acquisition,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332834,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332835,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332836,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332837,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332838,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332839,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332840,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332841,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332842,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332843,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332844,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332845,sub_sample_food,"CHORIZO PORK SAUSAGE, MIXED BRAND, COOKED",7,4/1/2019
332862,sub_sample_food,"Chorizo pork sausage, uncooked",7,4/1/2019
341094,survey_fndds_food,Chow fun noodles with meat and vegetables,,4/1/2019
341095,survey_fndds_food,"Chow fun noodles with vegetables, meatless",,4/1/2019
340349,survey_fndds_food,"Chow fun rice noodles, cooked, fat added in cooking",,4/1/2019
340348,survey_fndds_food,"Chow fun rice noodles, cooked, fat not added in cooking",,4/1/2019
340347,survey_fndds_food,"Chow fun rice noodles, cooked, NS as to fat added in cooking",,4/1/2019
343626,survey_fndds_food,"Chow mein or chop suey, meatless, no noodles",,4/1/2019
343644,survey_fndds_food,"Chow mein or chop suey, meatless, with noodles",,4/1/2019
338542,survey_fndds_food,"Chow mein or chop suey, NS as to type of meat, no noodles",,4/1/2019
338379,survey_fndds_food,"Chow mein or chop suey, NS as to type of meat, with noodles",,4/1/2019
338382,survey_fndds_food,"Chow mein or chop suey, various types of meat, with noodles",,4/1/2019
342975,survey_fndds_food,"Christophine, cooked, fat added in cooking",,4/1/2019
342974,survey_fndds_food,"Christophine, cooked, fat not added in cooking",,4/1/2019
342973,survey_fndds_food,"Christophine, cooked, NS as to fat added in cooking",,4/1/2019
168491,sr_legacy_food,"Chrysanthemum leaves, raw",11,4/1/2019
168522,sr_legacy_food,"Chrysanthemum, garland, cooked, boiled, drained, with salt",11,4/1/2019
170405,sr_legacy_food,"Chrysanthemum, garland, cooked, boiled, drained, without salt",11,4/1/2019
169995,sr_legacy_food,"Chrysanthemum, garland, raw",11,4/1/2019
340107,survey_fndds_food,Churros,,4/1/2019
341712,survey_fndds_food,Chutney,,4/1/2019
342610,survey_fndds_food,"Cilantro, raw",,4/1/2019
340565,survey_fndds_food,Cinnabon cereal,,4/1/2019
167940,sr_legacy_food,"Cinnamon buns, frosted (includes honey buns)",18,4/1/2019
340566,survey_fndds_food,Cinnamon Toast Crunch,,4/1/2019
340567,survey_fndds_food,Cinnamon Toast Crunch Reduced Sugar,,4/1/2019
338190,survey_fndds_food,Clam cake or patty,,4/1/2019
338958,survey_fndds_food,"Clam chowder, Manhattan",,4/1/2019
338964,survey_fndds_food,"Clam chowder, New England, NS as to prepared with water or milk",,4/1/2019
338965,survey_fndds_food,"Clam chowder, New England, prepared with milk",,4/1/2019
338966,survey_fndds_food,"Clam chowder, New England, prepared with water",,4/1/2019
338967,survey_fndds_food,"Clam chowder, New England, reduced sodium, canned or ready-to-serve",,4/1/2019
338957,survey_fndds_food,"Clam chowder, NS as to Manhattan or New England style",,4/1/2019
338060,survey_fndds_food,"Clam sauce, white",,4/1/2019
338194,survey_fndds_food,Clams Casino,,4/1/2019
337894,survey_fndds_food,"Clams, baked or broiled, fat added in cooking",,4/1/2019
337895,survey_fndds_food,"Clams, baked or broiled, fat not added in cooking",,4/1/2019
337900,survey_fndds_food,"Clams, canned",,4/1/2019
337896,survey_fndds_food,"Clams, coated, baked or broiled, fat added in cooking",,4/1/2019
337897,survey_fndds_food,"Clams, coated, baked or broiled, fat not added in cooking",,4/1/2019
337898,survey_fndds_food,"Clams, coated, fried",,4/1/2019
337893,survey_fndds_food,"Clams, cooked, NS as to cooking method",,4/1/2019
337892,survey_fndds_food,"Clams, raw",,4/1/2019
337901,survey_fndds_food,"Clams, smoked, in oil",,4/1/2019
337899,survey_fndds_food,"Clams, steamed or boiled",,4/1/2019
338173,survey_fndds_food,"Clams, stuffed",,4/1/2019
168195,sr_legacy_food,"Clementines, raw",9,4/1/2019
340160,survey_fndds_food,Clif Bar,,4/1/2019
340161,survey_fndds_food,Clif Kids Organic Zbar,,4/1/2019
173477,sr_legacy_food,Clif Z bar,3,4/1/2019
169802,sr_legacy_food,"Cloudberries, raw (Alaska Native)",24,4/1/2019
342672,survey_fndds_food,"Cobb salad, no dressing",,4/1/2019
340036,survey_fndds_food,"Cobbler, apple",,4/1/2019
340037,survey_fndds_food,"Cobbler, apricot",,4/1/2019
340038,survey_fndds_food,"Cobbler, berry",,4/1/2019
340039,survey_fndds_food,"Cobbler, cherry",,4/1/2019
340040,survey_fndds_food,"Cobbler, peach",,4/1/2019
340041,survey_fndds_food,"Cobbler, pear",,4/1/2019
340042,survey_fndds_food,"Cobbler, pineapple",,4/1/2019
340043,survey_fndds_food,"Cobbler, plum",,4/1/2019
340044,survey_fndds_food,"Cobbler, rhubarb",,4/1/2019
169803,sr_legacy_food,"Cockles, raw (Alaska Native)",24,4/1/2019
342545,survey_fndds_food,Cocktail sauce,,4/1/2019
344438,survey_fndds_food,"Cocktail, NFS",,4/1/2019
340569,survey_fndds_food,Cocoa Krispies,,4/1/2019
171887,sr_legacy_food,"Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix",14,4/1/2019
340570,survey_fndds_food,Cocoa Pebbles,,4/1/2019
336508,survey_fndds_food,"Cocoa powder, not reconstituted (no dry milk)",,4/1/2019
340571,survey_fndds_food,Cocoa Puffs,,4/1/2019
340572,survey_fndds_food,"Cocoa Puffs, reduced sugar",,4/1/2019
170657,sr_legacy_food,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",19,4/1/2019
169593,sr_legacy_food,"Cocoa, dry powder, unsweetened",19,4/1/2019
168774,sr_legacy_food,"Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa",19,4/1/2019
169594,sr_legacy_food,"Cocoa, dry powder, unsweetened, processed with alkali",19,4/1/2019
344072,survey_fndds_food,"Coconut candy, chocolate covered",,4/1/2019
344073,survey_fndds_food,"Coconut candy, no chocolate covering",,4/1/2019
344074,survey_fndds_food,"Coconut candy, Puerto Rican style",,4/1/2019
339476,survey_fndds_food,"Coconut cream (liquid expressed from grated coconut meat), canned, sweetened",,4/1/2019
344026,survey_fndds_food,"Coconut cream cake, Puerto Rican style (Bien me sabe, Tastes good to me)",,4/1/2019
336697,survey_fndds_food,"Coconut custard, Puerto Rican style (Flan de coco)",,4/1/2019
339432,survey_fndds_food,"Coconut meat, dried, sweetened",,4/1/2019
339431,survey_fndds_food,"Coconut meat, fresh",,4/1/2019
336111,survey_fndds_food,Coconut milk,,4/1/2019
339475,survey_fndds_food,"Coconut milk, used in cooking (liquid expressed from grated coconut meat, water added)",,4/1/2019
343868,survey_fndds_food,Coconut oil,,4/1/2019
339478,survey_fndds_food,"Coconut water, sweetened",,4/1/2019
339477,survey_fndds_food,"Coconut water, unsweetened (liquid from coconuts)",,4/1/2019
337592,survey_fndds_food,"Cod, baked or broiled, made with butter",,4/1/2019
337595,survey_fndds_food,"Cod, baked or broiled, made with cooking spray",,4/1/2019
337593,survey_fndds_food,"Cod, baked or broiled, made with margarine",,4/1/2019
337591,survey_fndds_food,"Cod, baked or broiled, made with oil",,4/1/2019
337594,survey_fndds_food,"Cod, baked or broiled, made without fat",,4/1/2019
337597,survey_fndds_food,"Cod, coated, baked or broiled, made with butter",,4/1/2019
337600,survey_fndds_food,"Cod, coated, baked or broiled, made with cooking spray",,4/1/2019
337598,survey_fndds_food,"Cod, coated, baked or broiled, made with margarine",,4/1/2019
337596,survey_fndds_food,"Cod, coated, baked or broiled, made with oil",,4/1/2019
337599,survey_fndds_food,"Cod, coated, baked or broiled, made without fat",,4/1/2019
337602,survey_fndds_food,"Cod, coated, fried, made with butter",,4/1/2019
337605,survey_fndds_food,"Cod, coated, fried, made with cooking spray",,4/1/2019
337603,survey_fndds_food,"Cod, coated, fried, made with margarine",,4/1/2019
337601,survey_fndds_food,"Cod, coated, fried, made with oil",,4/1/2019
337604,survey_fndds_food,"Cod, coated, fried, made without fat",,4/1/2019
337590,survey_fndds_food,"Cod, cooked, NS as to cooking method",,4/1/2019
337607,survey_fndds_food,"Cod, dried, salted",,4/1/2019
337608,survey_fndds_food,"Cod, dried, salted, salt removed in water",,4/1/2019
337609,survey_fndds_food,"Cod, smoked",,4/1/2019
337606,survey_fndds_food,"Cod, steamed or poached",,4/1/2019
338174,survey_fndds_food,Codfish ball or cake,,4/1/2019
340969,survey_fndds_food,"Codfish fritter, Puerto Rican style (Bacalaitos fritos)",,4/1/2019
338375,survey_fndds_food,"Codfish salad, Puerto Rican style (Ensalada de bacalao)",,4/1/2019
338372,survey_fndds_food,"Codfish salad, Puerto Rican style (Gazpacho de bacalao)",,4/1/2019
338541,survey_fndds_food,"Codfish salad, Puerto Rican style (Serenata)",,4/1/2019
338963,survey_fndds_food,"Codfish soup with noodles, Puerto Rican style",,4/1/2019
338371,survey_fndds_food,"Codfish with starchy vegetables, Puerto Rican style (Serenata de bacalao) (mixture)",,4/1/2019
338962,survey_fndds_food,"Codfish, rice, and vegetable soup, Puerto Rican style",,4/1/2019
344268,survey_fndds_food,"Coffee and chicory, brewed",,4/1/2019
344269,survey_fndds_food,"Coffee and chicory, brewed, decaffeinated",,4/1/2019
340121,survey_fndds_food,"Coffee cake, crumb or quick-bread type",,4/1/2019
340123,survey_fndds_food,"Coffee cake, crumb or quick-bread type, cheese-filled",,4/1/2019
340122,survey_fndds_food,"Coffee cake, crumb or quick-bread type, with fruit",,4/1/2019
339583,survey_fndds_food,"Coffee cake, yeast type",,4/1/2019
344276,survey_fndds_food,"Coffee, bottled/canned",,4/1/2019
344277,survey_fndds_food,"Coffee, bottled/canned, light",,4/1/2019
344171,survey_fndds_food,"Coffee, brewed",,4/1/2019
344172,survey_fndds_food,"Coffee, brewed, blend of regular and decaffeinated ",,4/1/2019
344248,survey_fndds_food,"Coffee, brewed, decaffeinated",,4/1/2019
344176,survey_fndds_food,"Coffee, brewed, flavored",,4/1/2019
344180,survey_fndds_food,"Coffee, cafe con leche",,4/1/2019
344181,survey_fndds_food,"Coffee, cafe con leche, decaffeinated ",,4/1/2019
344206,survey_fndds_food,"Coffee, Cafe Mocha ",,4/1/2019
344209,survey_fndds_food,"Coffee, Cafe Mocha, decaffeinated",,4/1/2019
344210,survey_fndds_food,"Coffee, Cafe Mocha, decaffeinated, nonfat",,4/1/2019
344211,survey_fndds_food,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",,4/1/2019
344207,survey_fndds_food,"Coffee, Cafe Mocha, nonfat",,4/1/2019
344208,survey_fndds_food,"Coffee, Cafe Mocha, with non-dairy milk",,4/1/2019
344270,survey_fndds_food,"Coffee, Cappuccino",,4/1/2019
344273,survey_fndds_food,"Coffee, Cappuccino, decaffeinated",,4/1/2019
344274,survey_fndds_food,"Coffee, Cappuccino, decaffeinated, nonfat",,4/1/2019
344275,survey_fndds_food,"Coffee, Cappuccino, decaffeinated, with non-dairy milk",,4/1/2019
344271,survey_fndds_food,"Coffee, Cappuccino, nonfat",,4/1/2019
344272,survey_fndds_food,"Coffee, Cappuccino, with non-dairy milk",,4/1/2019
344177,survey_fndds_food,"Coffee, Cuban",,4/1/2019
344263,survey_fndds_food,"Coffee, decaffeinated, pre-lightened",,4/1/2019
344261,survey_fndds_food,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",,4/1/2019
344259,survey_fndds_food,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",,4/1/2019
344267,survey_fndds_food,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",,4/1/2019
344265,survey_fndds_food,"Coffee, decaffeinated, pre-sweetened with sugar",,4/1/2019
344174,survey_fndds_food,"Coffee, espresso",,4/1/2019
344175,survey_fndds_food,"Coffee, espresso, decaffeinated",,4/1/2019
344244,survey_fndds_food,"Coffee, Iced Café Mocha, decaffeinated, with non-dairy milk",,4/1/2019
344241,survey_fndds_food,"Coffee, Iced Café Mocha, with non-dairy milk",,4/1/2019
344239,survey_fndds_food,"Coffee, Iced Cafe Mocha",,4/1/2019
344242,survey_fndds_food,"Coffee, Iced Cafe Mocha, decaffeinated",,4/1/2019
344243,survey_fndds_food,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",,4/1/2019
344240,survey_fndds_food,"Coffee, Iced Cafe Mocha, nonfat",,4/1/2019
344227,survey_fndds_food,"Coffee, Iced Latte",,4/1/2019
344233,survey_fndds_food,"Coffee, Iced Latte, decaffeinated",,4/1/2019
344236,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, flavored",,4/1/2019
344234,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, nonfat",,4/1/2019
344237,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",,4/1/2019
344235,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",,4/1/2019
344238,survey_fndds_food,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",,4/1/2019
344230,survey_fndds_food,"Coffee, Iced Latte, flavored",,4/1/2019
344228,survey_fndds_food,"Coffee, Iced Latte, nonfat",,4/1/2019
344231,survey_fndds_food,"Coffee, Iced Latte, nonfat, flavored",,4/1/2019
344229,survey_fndds_food,"Coffee, Iced Latte, with non-dairy milk",,4/1/2019
344232,survey_fndds_food,"Coffee, Iced Latte, with non-dairy milk, flavored",,4/1/2019
344279,survey_fndds_food,"Coffee, instant, 50% less caffeine, not reconstituted",,4/1/2019
344246,survey_fndds_food,"Coffee, instant, 50% less caffeine, reconstituted ",,4/1/2019
344280,survey_fndds_food,"Coffee, instant, decaffeinated, not reconstituted ",,4/1/2019
344288,survey_fndds_food,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",,4/1/2019
344256,survey_fndds_food,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted ",,4/1/2019
344286,survey_fndds_food,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted",,4/1/2019
344251,survey_fndds_food,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted ",,4/1/2019
344249,survey_fndds_food,"Coffee, instant, decaffeinated, reconstituted",,4/1/2019
344278,survey_fndds_food,"Coffee, instant, not reconstituted ",,4/1/2019
344287,survey_fndds_food,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",,4/1/2019
344255,survey_fndds_food,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",,4/1/2019
344285,survey_fndds_food,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",,4/1/2019
344250,survey_fndds_food,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",,4/1/2019
344281,survey_fndds_food,"Coffee, instant, pre-sweetened with sugar, not reconstituted",,4/1/2019
344252,survey_fndds_food,"Coffee, instant, pre-sweetened with sugar, reconstituted ",,4/1/2019
344245,survey_fndds_food,"Coffee, instant, reconstituted",,4/1/2019
344182,survey_fndds_food,"Coffee, Latte",,4/1/2019
344188,survey_fndds_food,"Coffee, Latte, decaffeinated",,4/1/2019
344191,survey_fndds_food,"Coffee, Latte, decaffeinated, flavored",,4/1/2019
344189,survey_fndds_food,"Coffee, Latte, decaffeinated, nonfat",,4/1/2019
344192,survey_fndds_food,"Coffee, Latte, decaffeinated, nonfat, flavored",,4/1/2019
344190,survey_fndds_food,"Coffee, Latte, decaffeinated, with non-dairy milk",,4/1/2019
344193,survey_fndds_food,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",,4/1/2019
344185,survey_fndds_food,"Coffee, Latte, flavored",,4/1/2019
344183,survey_fndds_food,"Coffee, Latte, nonfat",,4/1/2019
344186,survey_fndds_food,"Coffee, Latte, nonfat, flavored",,4/1/2019
344184,survey_fndds_food,"Coffee, Latte, with non-dairy milk",,4/1/2019
344187,survey_fndds_food,"Coffee, Latte, with non-dairy milk, flavored",,4/1/2019
344178,survey_fndds_food,"Coffee, macchiato ",,4/1/2019
344179,survey_fndds_food,"Coffee, macchiato, sweetened",,4/1/2019
344284,survey_fndds_food,"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted",,4/1/2019
344257,survey_fndds_food,"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",,4/1/2019
344283,survey_fndds_food,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",,4/1/2019
344254,survey_fndds_food,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",,4/1/2019
344282,survey_fndds_food,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",,4/1/2019
344253,survey_fndds_food,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted ",,4/1/2019
344170,survey_fndds_food,"Coffee, NS as to brewed or instant",,4/1/2019
344247,survey_fndds_food,"Coffee, NS as to brewed or instant, decaffeinated",,4/1/2019
344169,survey_fndds_food,"Coffee, NS as to type",,4/1/2019
344262,survey_fndds_food,"Coffee, pre-lightened",,4/1/2019
344260,survey_fndds_food,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",,4/1/2019
344258,survey_fndds_food,"Coffee, pre-lightened and pre-sweetened with sugar",,4/1/2019
344266,survey_fndds_food,"Coffee, pre-sweetened with low calorie sweetener",,4/1/2019
344264,survey_fndds_food,"Coffee, pre-sweetened with sugar",,4/1/2019
344173,survey_fndds_food,"Coffee, Turkish",,4/1/2019
338719,survey_fndds_food,"Cold cut submarine sandwich, with cheese, lettuce, tomato, and spread",,4/1/2019
337452,survey_fndds_food,"Cold cut, NFS",,4/1/2019
343890,survey_fndds_food,Coleslaw dressing,,4/1/2019
343906,survey_fndds_food,"Coleslaw dressing, light",,4/1/2019
168523,sr_legacy_food,"Collards, cooked, boiled, drained, with salt",11,4/1/2019
170407,sr_legacy_food,"Collards, cooked, boiled, drained, without salt",11,4/1/2019
342065,survey_fndds_food,"Collards, cooked, from canned, fat added in cooking, NS as to type of fat",,4/1/2019
342061,survey_fndds_food,"Collards, cooked, from canned, fat not added in cooking",,4/1/2019
342076,survey_fndds_food,"Collards, cooked, from canned, made with butter",,4/1/2019
342077,survey_fndds_food,"Collards, cooked, from canned, made with margarine",,4/1/2019
342075,survey_fndds_food,"Collards, cooked, from canned, made with oil",,4/1/2019
342057,survey_fndds_food,"Collards, cooked, from canned, NS as to fat added in cooking",,4/1/2019
342063,survey_fndds_food,"Collards, cooked, from fresh, fat added in cooking, NS as to type of fat",,4/1/2019
342059,survey_fndds_food,"Collards, cooked, from fresh, fat not added in cooking",,4/1/2019
342070,survey_fndds_food,"Collards, cooked, from fresh, made with butter",,4/1/2019
342071,survey_fndds_food,"Collards, cooked, from fresh, made with margarine",,4/1/2019
342069,survey_fndds_food,"Collards, cooked, from fresh, made with oil",,4/1/2019
342055,survey_fndds_food,"Collards, cooked, from fresh, NS as to fat added in cooking",,4/1/2019
342064,survey_fndds_food,"Collards, cooked, from frozen, fat added in cooking, NS as to type of fat",,4/1/2019
342060,survey_fndds_food,"Collards, cooked, from frozen, fat not added in cooking",,4/1/2019
342073,survey_fndds_food,"Collards, cooked, from frozen, made with butter",,4/1/2019
342074,survey_fndds_food,"Collards, cooked, from frozen, made with margarine",,4/1/2019
342072,survey_fndds_food,"Collards, cooked, from frozen, made with oil",,4/1/2019
342056,survey_fndds_food,"Collards, cooked, from frozen, NS as to fat added in cooking",,4/1/2019
342062,survey_fndds_food,"Collards, cooked, NS as to form, fat added in cooking, NS as to type of fat",,4/1/2019
342058,survey_fndds_food,"Collards, cooked, NS as to form, fat not added in cooking",,4/1/2019
342067,survey_fndds_food,"Collards, cooked, NS as to form, made with butter",,4/1/2019
342068,survey_fndds_food,"Collards, cooked, NS as to form, made with margarine",,4/1/2019
342066,survey_fndds_food,"Collards, cooked, NS as to form, made with oil",,4/1/2019
342054,survey_fndds_food,"Collards, cooked, NS as to form, NS as to fat added in cooking",,4/1/2019
168524,sr_legacy_food,"Collards, frozen, chopped, cooked, boiled, drained, with salt",11,4/1/2019
169996,sr_legacy_food,"Collards, frozen, chopped, cooked, boiled, drained, without salt",11,4/1/2019
170408,sr_legacy_food,"Collards, frozen, chopped, unprepared",11,4/1/2019
170406,sr_legacy_food,"Collards, raw",11,4/1/2019
342053,survey_fndds_food,"Collards, raw",,4/1/2019
340465,survey_fndds_food,Congee (Asian),,4/1/2019
341202,survey_fndds_food,"Congee (Asian) with meat, poultry, and/or seafood",,4/1/2019
341203,survey_fndds_food,"Congee (Asian) with meat, poultry, and/or seafood, and vegetables",,4/1/2019
341204,survey_fndds_food,Congee (Asian) with vegetables,,4/1/2019
173256,sr_legacy_food,"Continental Mills, Krusteaz Almond Poppyseed Muffin Mix, Artificially Flavored, dry",18,4/1/2019
339869,survey_fndds_food,"Cookie bar, with chocolate, nuts, and graham crackers",,4/1/2019
